Date,Adj Close,Close,High,Low,Open,Volume
2014-04-23,6840.7998046875,6840.7998046875,6861.60009765625,6820.75,6823.25,183000
2014-04-25,6782.75,6782.75,6869.85009765625,6772.85009765625,6855.7998046875,154300
2014-04-28,6761.25,6761.25,6786.25,6750.2998046875,6778.5498046875,118200
2014-04-29,6715.25,6715.25,6779.7001953125,6708.64990234375,6769.0,115500
2014-04-30,6696.39990234375,6696.39990234375,6780.14990234375,6656.7998046875,6724.9501953125,161100
2014-05-02,6694.7998046875,6694.7998046875,6737.64990234375,6689.5,6709.9501953125,114300
2014-05-05,6699.35009765625,6699.35009765625,6741.0498046875,6680.4501953125,6681.64990234375,105000
2014-05-06,6715.2998046875,6715.2998046875,6743.4501953125,6701.89990234375,6719.25,88300
2014-05-07,6652.5498046875,6652.5498046875,6718.75,6642.89990234375,6708.60009765625,114100
2014-05-08,6659.85009765625,6659.85009765625,6688.39990234375,6638.5498046875,6669.89990234375,101600
2014-05-09,6858.7998046875,6858.7998046875,6871.35009765625,6652.14990234375,6654.14990234375,166400
2014-05-12,7014.25,7014.25,7020.0498046875,6862.89990234375,6863.39990234375,157700
2014-05-13,7108.75,7108.75,7172.35009765625,7067.14990234375,7080.0,232200
2014-05-14,7108.75,7108.75,7142.25,7080.89990234375,7112.0,177200
2014-05-15,7123.14990234375,7123.14990234375,7152.5498046875,7082.5498046875,7111.2998046875,186800
2014-05-16,7203.0,7203.0,7563.5,7130.64990234375,7270.2001953125,393200
2014-05-19,7263.5498046875,7263.5498046875,7291.10009765625,7193.5498046875,7276.85009765625,316200
2014-05-20,7275.5,7275.5,7353.64990234375,7247.7001953125,7309.9501953125,255300
2014-05-21,7252.89990234375,7252.89990234375,7287.14990234375,7206.7001953125,7274.85009765625,203100
2014-05-22,7276.39990234375,7276.39990234375,7319.5498046875,7258.14990234375,7289.9501953125,240900
2014-05-23,7367.10009765625,7367.10009765625,7381.0,7293.89990234375,7306.5,259600
2014-05-26,7359.0498046875,7359.0498046875,7504.0,7269.0498046875,7428.75,273200
2014-05-27,7318.0,7318.0,7372.9501953125,7274.75,7363.10009765625,168600
2014-05-28,7329.64990234375,7329.64990234375,7344.75,7302.60009765625,7324.9501953125,175600
2014-05-29,7235.64990234375,7235.64990234375,7325.39990234375,7224.39990234375,7316.60009765625,241100
2014-05-30,7229.9501953125,7229.9501953125,7272.5,7118.4501953125,7254.85009765625,312200
2014-06-02,7362.5,7362.5,7368.60009765625,7239.5,7264.0498046875,169900
2014-06-03,7415.85009765625,7415.85009765625,7424.9501953125,7342.14990234375,7375.35009765625,234700
2014-06-04,7402.25,7402.25,7433.2998046875,7391.35009765625,7417.5498046875,204600
2014-06-05,7474.10009765625,7474.10009765625,7484.7001953125,7360.5,7399.75,250700
2014-06-06,7583.39990234375,7583.39990234375,7592.7001953125,7497.64990234375,7521.5,248400
2014-06-09,7654.60009765625,7654.60009765625,7673.7001953125,7580.25,7621.64990234375,231900
2014-06-10,7656.39990234375,7656.39990234375,7683.2001953125,7579.2998046875,7679.0498046875,188700
2014-06-11,7626.85009765625,7626.85009765625,7700.0498046875,7589.0498046875,7672.39990234375,186200
2014-06-12,7649.89990234375,7649.89990234375,7658.0,7593.7998046875,7641.2998046875,148200
2014-06-13,7542.10009765625,7542.10009765625,7678.5,7525.35009765625,7668.2001953125,174500
2014-06-16,7533.5498046875,7533.5498046875,7548.60009765625,7487.5498046875,7534.7998046875,155400
2014-06-17,7631.7001953125,7631.7001953125,7637.60009765625,7509.25,7525.0498046875,158000
2014-06-18,7558.2001953125,7558.2001953125,7663.0,7515.5,7636.0498046875,165100
2014-06-19,7540.7001953125,7540.7001953125,7606.4501953125,7502.5498046875,7580.0498046875,148900
2014-06-20,7511.4501953125,7511.4501953125,7560.5498046875,7497.2998046875,7543.2998046875,124100
2014-06-23,7493.35009765625,7493.35009765625,7534.7998046875,7441.60009765625,7514.0,127400
2014-06-24,7580.2001953125,7580.2001953125,7593.35009765625,7515.2001953125,7515.2001953125,137000
2014-06-25,7569.25,7569.25,7589.25,7557.0498046875,7588.5498046875,115000
2014-06-26,7493.2001953125,7493.2001953125,7570.2001953125,7481.2998046875,7554.10009765625,171700
2014-06-27,7508.7998046875,7508.7998046875,7538.75,7482.2998046875,7514.2001953125,126700
2014-06-30,7611.35009765625,7611.35009765625,7623.64990234375,7531.60009765625,7534.0498046875,152300
2014-07-01,7634.7001953125,7634.7001953125,7649.5,7618.14990234375,7629.0,139400
2014-07-02,7725.14990234375,7725.14990234375,7732.39990234375,7677.2998046875,7683.0498046875,136300
2014-07-03,7714.7998046875,7714.7998046875,7754.64990234375,7706.7998046875,7734.35009765625,133800
2014-07-04,7751.60009765625,7751.60009765625,7758.0,7661.2998046875,7718.10009765625,113100
2014-07-07,7787.14990234375,7787.14990234375,7792.0,7755.10009765625,7780.39990234375,173900
2014-07-08,7623.2001953125,7623.2001953125,7808.85009765625,7595.89990234375,7804.0498046875,180600
2014-07-09,7585.0,7585.0,7650.10009765625,7551.64990234375,7637.9501953125,168300
2014-07-10,7567.75,7567.75,7731.0498046875,7479.0498046875,7589.5,258400
2014-07-11,7459.60009765625,7459.60009765625,7625.85009765625,7447.2001953125,7584.10009765625,187600
2014-07-14,7454.14990234375,7454.14990234375,7478.4501953125,7422.14990234375,7469.0,135200
2014-07-15,7526.64990234375,7526.64990234375,7534.89990234375,7459.14990234375,7491.2998046875,122100
2014-07-16,7624.39990234375,7624.39990234375,7640.10009765625,7532.4501953125,7564.14990234375,168000
2014-07-17,7640.4501953125,7640.4501953125,7655.64990234375,7612.7001953125,7612.7001953125,141600
2014-07-18,7663.89990234375,7663.89990234375,7685.0,7595.5,7630.25,134600
2014-07-21,7684.2001953125,7684.2001953125,7722.10009765625,7674.0,7701.64990234375,105400
2014-07-22,7767.85009765625,7767.85009765625,7773.85009765625,7704.7998046875,7708.2001953125,120100
2014-07-23,7795.75,7795.75,7809.2001953125,7752.89990234375,7794.89990234375,122100
2014-07-24,7830.60009765625,7830.60009765625,7835.64990234375,7771.64990234375,7796.25,117600
2014-07-25,7790.4501953125,7790.4501953125,7840.9501953125,7748.60009765625,7828.2001953125,153900
2014-07-28,7748.7001953125,7748.7001953125,7799.89990234375,7722.64990234375,7792.89990234375,116500
2014-07-30,7791.39990234375,7791.39990234375,7798.7001953125,7707.60009765625,7746.2001953125,178100
2014-07-31,7721.2998046875,7721.2998046875,7791.85009765625,7711.14990234375,7784.64990234375,208900
2014-08-01,7602.60009765625,7602.60009765625,7716.7001953125,7593.89990234375,7662.5,181100
2014-08-04,7683.64990234375,7683.64990234375,7694.7998046875,7622.0498046875,7639.5498046875,137000
2014-08-05,7746.5498046875,7746.5498046875,7752.4501953125,7638.0498046875,7706.64990234375,128200
2014-08-06,7672.0498046875,7672.0498046875,7740.9501953125,7658.9501953125,7726.14990234375,116400
2014-08-07,7649.25,7649.25,7708.9501953125,7630.39990234375,7651.14990234375,116800
2014-08-08,7568.5498046875,7568.5498046875,7592.4501953125,7540.10009765625,7588.7001953125,118400
2014-08-11,7625.9501953125,7625.9501953125,7635.5498046875,7598.60009765625,7619.85009765625,107000
2014-08-12,7727.0498046875,7727.0498046875,7735.75,7654.7998046875,7688.7998046875,120600
2014-08-13,7739.5498046875,7739.5498046875,7757.10009765625,7695.7001953125,7717.2998046875,154100
2014-08-14,7791.7001953125,7791.7001953125,7796.7001953125,7739.10009765625,7756.14990234375,127300
2014-08-18,7874.25,7874.25,7880.5,7779.2001953125,7785.25,126700
2014-08-19,7897.5,7897.5,7918.5498046875,7881.14990234375,7901.0,140600
2014-08-20,7875.2998046875,7875.2998046875,7922.7001953125,7864.0498046875,7915.7998046875,117300
2014-08-21,7891.10009765625,7891.10009765625,7919.64990234375,7855.9501953125,7875.35009765625,115200
2014-08-22,7913.2001953125,7913.2001953125,7929.0498046875,7900.0498046875,7904.5498046875,104100
2014-08-25,7906.2998046875,7906.2998046875,7968.25,7897.9501953125,7931.75,118500
2014-08-26,7904.75,7904.75,7915.4501953125,7862.4501953125,7874.5,142800
2014-08-27,7936.0498046875,7936.0498046875,7946.85009765625,7916.5498046875,7933.89990234375,120000
2014-08-28,7954.35009765625,7954.35009765625,7967.7998046875,7939.2001953125,7942.25,189700
2014-09-01,8027.7001953125,8027.7001953125,8035.0,7984.0,7990.35009765625,139300
2014-09-02,8083.0498046875,8083.0498046875,8101.9501953125,8036.5498046875,8038.60009765625,134900
2014-09-03,8114.60009765625,8114.60009765625,8141.89990234375,8092.25,8110.85009765625,150700
2014-09-04,8095.9501953125,8095.9501953125,8114.7998046875,8060.89990234375,8114.2001953125,141300
2014-09-05,8086.85009765625,8086.85009765625,8122.7001953125,8049.85009765625,8099.89990234375,126000
2014-09-08,8173.89990234375,8173.89990234375,8180.2001953125,8126.14990234375,8132.9501953125,120700
2014-09-09,8152.9501953125,8152.9501953125,8174.5498046875,8126.5,8161.89990234375,104700
2014-09-10,8094.10009765625,8094.10009765625,8135.75,8082.10009765625,8135.5498046875,107100
2014-09-11,8085.7001953125,8085.7001953125,8127.9501953125,8057.2998046875,8115.14990234375,122800
2014-09-12,8105.5,8105.5,8114.2998046875,8071.60009765625,8087.0498046875,111400
2014-09-15,8042.0,8042.0,8077.2998046875,8030.0,8070.35009765625,96500
2014-09-16,7932.89990234375,7932.89990234375,8044.89990234375,7925.14990234375,8036.60009765625,128000
2014-09-17,7975.5,7975.5,7990.64990234375,7936.9501953125,7971.5,123700
2014-09-18,8114.75,8114.75,8120.85009765625,7939.7001953125,7950.64990234375,116900
2014-09-19,8121.4501953125,8121.4501953125,8160.89990234375,8105.35009765625,8129.39990234375,161300
2014-09-22,8146.2998046875,8146.2998046875,8159.89990234375,8064.7998046875,8084.4501953125,105500
2014-09-23,8017.5498046875,8017.5498046875,8159.75,8008.10009765625,8144.39990234375,140800
2014-09-24,8002.39990234375,8002.39990234375,8042.0498046875,7950.0498046875,8015.5498046875,182200
2014-09-25,7911.85009765625,7911.85009765625,8019.2998046875,7877.35009765625,8003.2998046875,231900
2014-09-26,7968.85009765625,7968.85009765625,7993.2998046875,7841.7998046875,7885.85009765625,147800
2014-09-29,7958.89990234375,7958.89990234375,7991.75,7934.7001953125,7978.4501953125,97300
2014-09-30,7964.7998046875,7964.7998046875,8030.89990234375,7923.85009765625,7948.7998046875,141100
2014-10-01,7945.5498046875,7945.5498046875,7977.5,7936.7001953125,7960.5,113000
2014-10-07,7852.39990234375,7852.39990234375,7943.0498046875,7842.7001953125,7897.39990234375,148200
2014-10-08,7842.7001953125,7842.7001953125,7869.89990234375,7815.75,7828.75,135900
2014-10-09,7960.5498046875,7960.5498046875,7972.35009765625,7886.5,7886.5,123800
2014-10-10,7859.9501953125,7859.9501953125,7924.0498046875,7848.4501953125,7911.0,142900
2014-10-13,7884.25,7884.25,7901.14990234375,7796.0,7831.0,118800
2014-10-14,7864.0,7864.0,7928.0,7825.4501953125,7923.25,225500
2014-10-16,7748.2001953125,7748.2001953125,7893.89990234375,7729.64990234375,7837.2998046875,213500
2014-10-17,7779.7001953125,7779.7001953125,7819.2001953125,7723.85009765625,7733.75,177600
2014-10-20,7879.39990234375,7879.39990234375,7905.9501953125,7856.9501953125,7896.9501953125,176200
2014-10-21,7927.75,7927.75,7936.60009765625,7874.35009765625,7906.14990234375,163400
2014-10-22,7995.89990234375,7995.89990234375,8005.0,7974.5498046875,7997.7998046875,151100
2014-10-27,7991.7001953125,7991.7001953125,8064.39990234375,7985.64990234375,8064.35009765625,132800
2014-10-28,8027.60009765625,8027.60009765625,8037.7998046875,7995.0498046875,8002.39990234375,124100
2014-10-29,8090.4501953125,8090.4501953125,8097.9501953125,8052.25,8077.0498046875,148300
2014-10-30,8169.2001953125,8169.2001953125,8181.5498046875,8085.2001953125,8085.2001953125,205700
2014-10-31,8322.2001953125,8322.2001953125,8330.75,8198.0498046875,8200.7998046875,176200
2014-11-03,8324.150390625,8324.150390625,8350.599609375,8297.650390625,8348.150390625,141100
2014-11-05,8338.2998046875,8338.2998046875,8365.5498046875,8323.5,8351.25,161600
2014-11-07,8337.0,8337.0,8360.349609375,8290.25,8331.849609375,153400
2014-11-10,8344.25,8344.25,8383.0498046875,8304.4501953125,8337.7998046875,130700
2014-11-11,8362.650390625,8362.650390625,8378.7001953125,8321.849609375,8354.099609375,122000
2014-11-12,8383.2998046875,8383.2998046875,8415.0498046875,8370.5,8378.900390625,125200
2014-11-13,8357.849609375,8357.849609375,8408.0,8320.349609375,8405.25,127400
2014-11-14,8389.900390625,8389.900390625,8400.650390625,8346.7998046875,8360.7001953125,146800
2014-11-17,8430.75,8430.75,8438.099609375,8349.099609375,8378.400390625,113900
2014-11-18,8425.900390625,8425.900390625,8454.5,8407.25,8441.25,134700
2014-11-19,8382.2998046875,8382.2998046875,8455.650390625,8360.5,8440.650390625,125400
2014-11-20,8401.900390625,8401.900390625,8410.849609375,8353.150390625,8406.5,122800
2014-11-21,8477.349609375,8477.349609375,8489.7998046875,8398.599609375,8408.2001953125,137000
2014-11-24,8530.150390625,8530.150390625,8534.650390625,8490.7998046875,8490.9501953125,140700
2014-11-25,8463.099609375,8463.099609375,8535.349609375,8429.4501953125,8530.7998046875,271900
2014-11-26,8475.75,8475.75,8500.2998046875,8438.650390625,8450.2998046875,151900
2014-11-27,8494.2001953125,8494.2001953125,8506.75,8456.349609375,8477.7998046875,194300
2014-11-28,8588.25,8588.25,8617.0,8516.25,8516.7998046875,197200
2014-12-01,8555.900390625,8555.900390625,8623.0,8545.150390625,8605.099609375,152000
2014-12-02,8524.7001953125,8524.7001953125,8560.2001953125,8504.650390625,8535.4501953125,137400
2014-12-03,8537.650390625,8537.650390625,8546.9501953125,8508.349609375,8528.7001953125,153200
2014-12-04,8564.400390625,8564.400390625,8626.9501953125,8526.400390625,8582.400390625,143500
2014-12-05,8538.2998046875,8538.2998046875,8588.349609375,8523.900390625,8584.25,143300
2014-12-08,8438.25,8438.25,8546.349609375,8432.25,8538.650390625,163800
2014-12-09,8340.7001953125,8340.7001953125,8444.5,8330.5,8439.2998046875,146300
2014-12-10,8355.650390625,8355.650390625,8376.7998046875,8317.0,8318.0498046875,136700
2014-12-11,8292.900390625,8292.900390625,8348.2998046875,8272.400390625,8338.849609375,133900
2014-12-12,8224.099609375,8224.099609375,8321.900390625,8216.2998046875,8302.0,138100
2014-12-15,8219.599609375,8219.599609375,8242.400390625,8152.5,8160.75,137100
2014-12-16,8067.60009765625,8067.60009765625,8189.35009765625,8052.60009765625,8172.60009765625,197300
2014-12-17,8029.7998046875,8029.7998046875,8082.0,7961.35009765625,8041.2001953125,216200
2014-12-18,8159.2998046875,8159.2998046875,8174.2998046875,8084.89990234375,8138.89990234375,162100
2014-12-19,8225.2001953125,8225.2001953125,8263.4501953125,8208.599609375,8230.4501953125,174800
2014-12-22,8324.0,8324.0,8330.9501953125,8228.2001953125,8255.0,139200
2014-12-23,8267.0,8267.0,8364.75,8252.849609375,8324.599609375,132200
2014-12-24,8174.10009765625,8174.10009765625,8286.400390625,8155.25,8272.0498046875,221900
2014-12-26,8200.7001953125,8200.7001953125,8234.5498046875,8147.9501953125,8204.7998046875,75500
2014-12-29,8246.2998046875,8246.2998046875,8279.150390625,8214.7001953125,8214.7001953125,82100
2014-12-30,8248.25,8248.25,8268.25,8220.5498046875,8260.2998046875,77700
2014-12-31,8282.7001953125,8282.7001953125,8291.0,8243.75,8243.900390625,84500
2015-01-02,8395.4501953125,8395.4501953125,8410.599609375,8288.7001953125,8288.7001953125,101900
2015-01-05,8378.400390625,8378.400390625,8445.599609375,8363.900390625,8407.9501953125,118200
2015-01-06,8127.35009765625,8127.35009765625,8327.849609375,8111.35009765625,8325.2998046875,172800
2015-01-07,8102.10009765625,8102.10009765625,8151.2001953125,8065.4501953125,8118.64990234375,164100
2015-01-08,8234.599609375,8234.599609375,8243.5,8167.2998046875,8191.39990234375,143800
2015-01-09,8284.5,8284.5,8303.2998046875,8190.7998046875,8285.4501953125,148000
2015-01-12,8323.0,8323.0,8332.599609375,8245.599609375,8291.349609375,103200
2015-01-13,8299.400390625,8299.400390625,8356.650390625,8267.900390625,8346.150390625,129600
2015-01-14,8277.5498046875,8277.5498046875,8326.4501953125,8236.650390625,8307.25,146100
2015-01-15,8494.150390625,8494.150390625,8527.099609375,8380.5498046875,8424.5,232100
2015-01-16,8513.7998046875,8513.7998046875,8530.75,8452.25,8504.0498046875,176000
2015-01-19,8550.7001953125,8550.7001953125,8570.9501953125,8531.5,8550.0498046875,125400
2015-01-20,8695.599609375,8695.599609375,8707.900390625,8574.5,8575.099609375,158700
2015-01-21,8729.5,8729.5,8741.849609375,8689.599609375,8719.650390625,185900
2015-01-22,8761.400390625,8761.400390625,8774.150390625,8727.0,8745.849609375,175500
2015-01-23,8835.599609375,8835.599609375,8866.400390625,8795.400390625,8827.9501953125,191200
2015-01-27,8910.5,8910.5,8925.0498046875,8825.4501953125,8871.349609375,192000
2015-01-28,8914.2998046875,8914.2998046875,8985.0498046875,8874.0498046875,8902.75,185100
2015-01-29,8952.349609375,8952.349609375,8966.650390625,8861.25,8901.5,256300
2015-01-30,8808.900390625,8808.900390625,8996.599609375,8775.099609375,8996.599609375,267300
2015-02-02,8797.400390625,8797.400390625,8840.7998046875,8751.099609375,8802.5,210100
2015-02-03,8756.5498046875,8756.5498046875,8837.2998046875,8726.650390625,8823.150390625,208700
2015-02-04,8723.7001953125,8723.7001953125,8792.849609375,8704.400390625,8789.150390625,195300
2015-02-05,8711.7001953125,8711.7001953125,8838.4501953125,8683.650390625,8733.099609375,173600
2015-02-06,8661.0498046875,8661.0498046875,8726.2001953125,8645.5498046875,8696.849609375,171300
2015-02-09,8526.349609375,8526.349609375,8605.5498046875,8516.349609375,8584.400390625,146800
2015-02-10,8565.5498046875,8565.5498046875,8646.25,8470.5,8478.099609375,196200
2015-02-11,8627.400390625,8627.400390625,8651.9501953125,8593.650390625,8603.2998046875,161600
2015-02-12,8711.5498046875,8711.5498046875,8732.5498046875,8599.25,8676.9501953125,158800
2015-02-13,8805.5,8805.5,8822.099609375,8729.650390625,8741.5,221900
2015-02-16,8809.349609375,8809.349609375,8870.099609375,8793.400390625,8831.400390625,136400
2015-02-18,8869.099609375,8869.099609375,8894.2998046875,8808.900390625,8811.5498046875,147600
